name,mean,std,max,fractal_dimension,volume_fraction
16_350_100_group_2,2.305506645,0.861937549,3.912414551,2.599486394,0.768394
16_350_150_group_1,2.404554084,0.932130821,4.508257389,2.591818819,0.768323
16_350_150_group_2,2.334542905,0.871686948,4.488651752,2.604251249,0.769556
16_350_200_group_1,2.500557858,1.004403997,5.495670795,2.591302408,0.771706
16_350_200_group_2,2.354106511,0.859717978,4.570860386,2.605358813,0.777216
16_350_250_group_1,2.472984884,0.987251896,4.672636509,2.594214075,0.770223
16_350_250_group_2,2.351300554,0.858936538,4.575146198,2.616199626,0.770369
16_350_300_group_1,2.504926578,0.996050097,4.5429039,2.586042189,0.773709
16_350_300_group_2,2.376060785,0.90087362,4.575146198,2.615693788,0.773622
16_350_350_group_1,2.475564043,0.980034398,4.647400856,2.589984807,0.774431
16_350_350_group_2,2.434320673,0.908964305,4.369169235,2.606439613,0.778115
16_350_400_group_1,2.460046872,0.967961589,4.622028351,2.595686118,0.77939
16_350_400_group_2,2.469824891,0.955408951,5.367573738,2.602984094,0.784365
16_400_000_group_1,2.511066424,1.084663164,6.084646225,2.604281658,0.749978
16_400_000_group_2,2.613613257,1.219809732,5.468857765,2.58543061,0.76246
16_400_050_group_1,2.444630625,1.079364767,6.084646225,2.603283624,0.75412
16_400_050_group_2,2.63742825,1.17097729,5.599887848,2.571327418,0.776529
16_400_100_group_1,2.379164999,0.918020771,5.848130703,2.599515255,0.764027
16_400_100_group_2,2.553433994,1.114966388,6.105548382,2.583574913,0.778517
16_400_150_group_1,2.42773354,0.936657319,4.788640976,2.591685057,0.771508
16_400_150_group_2,2.559443754,1.108289819,6.123177052,2.583381967,0.782343
16_400_200_group_1,2.438476168,0.966274852,4.72270155,2.596305637,0.771996
16_400_200_group_2,2.508371628,1.047493068,6.349455833,2.594251867,0.782233
16_400_250_group_1,2.474581414,0.998894314,4.949648857,2.594843782,0.774243
16_400_250_group_2,2.371027672,0.844783464,4.06233263,2.607825341,0.773682
16_400_300_group_1,2.438272535,0.96880807,4.5429039,2.597389125,0.774964
16_400_300_group_2,2.371961802,0.877503338,4.199915886,2.609403194,0.779483
16_400_350_group_1,2.451048441,0.951670852,4.404909134,2.588871095,0.780892
16_400_350_group_2,2.440397413,0.902180462,4.204580307,2.601065133,0.784382
16_400_400_group_1,2.445554642,0.949847893,5.277356625,2.590228524,0.786748
16_400_400_group_2,2.434057573,0.951022498,5.362093925,2.599790304,0.789807
17_000_000_group_1,1.639296805,0.529349263,2.721857309,2.699214359,0.787254
17_000_000_group_2,1.603537968,0.533055892,3.025365114,2.706695035,0.781624
17_000_050_group_1,1.623570628,0.531817057,2.750508547,2.704154827,0.785778
17_000_050_group_2,1.619118798,0.538423283,2.916515112,2.707046201,0.778
17_000_100_group_1,1.568012246,0.52441591,2.782389402,2.71161552,0.776833
17_050_000_group_1,1.642293414,0.541682017,2.92992425,2.696405976,0.789095
17_050_050_group_1,1.619349735,0.524001033,2.79293561,2.702500473,0.786177
17_050_100_group_1,1.561950615,0.519997457,2.79293561,2.711805921,0.778494
17_100_000_group_1,1.664954938,0.553609062,3.073568344,2.696849883,0.78863
17_100_000_group_2,1.647514582,0.553883124,2.966487885,2.701152997,0.786109
17_100_050_group_2,1.637688571,0.541299784,2.98295927,2.705025993,0.781092
17_100_100_group_1,1.570814471,0.526200309,2.792935371,2.712590761,0.77611
17_100_100_group_2,1.63165689,0.551525942,3.525039434,2.709156451,0.775714
18_000_000_group_1,1.784530672,0.565217837,3.432073593,2.685432037,0.782633
18_000_000_group_2,1.804422372,0.617799507,3.513901949,2.676052762,0.79233
18_000_050_group_1,1.747572458,0.546614201,3.09580636,2.68998824,0.780559
18_000_050_group_2,1.781656269,0.607800052,3.315895081,2.679123769,0.789994
18_050_000_group_1,1.80108706,0.573613555,3.07037878,2.680933633,0.787115
18_050_000_group_2,1.834528277,0.625824761,3.513901949,2.671934639,0.796158
18_050_050_group_1,1.75607682,0.554108035,3.057585001,2.687129412,0.784698
18_100_000_group_1,1.805950419,0.591741906,3.417767286,2.679253271,0.786493
18_100_000_group_2,1.849193811,0.624320828,3.929908514,2.67246654,0.798346
18_100_050_group_1,1.759236559,0.572161395,3.295142889,2.687364907,0.783394
18_100_050_group_2,1.818834953,0.616547666,3.315895081,2.674000295,0.79413
19_000_000_group_1,2.406691442,0.82397218,4.008910656,2.569273781,0.84242
19_000_000_group_2,2.567745451,0.947788377,4.064743519,2.542703168,0.849333
19_000_050_group_1,2.343796741,0.807896277,4.008910656,2.579163236,0.839444
19_000_050_group_2,2.545216235,0.884866084,4.071969986,2.535944604,0.861897
19_000_100_group_2,2.492306037,0.845829241,4.040563583,2.551908566,0.854505
19_050_000_group_1,2.35157915,0.836551016,4.008910656,2.573015612,0.837249
19_050_000_group_2,2.41090729,0.991310871,4.069562435,2.571835115,0.829067
19_050_050_group_1,2.32605025,0.813057535,4.040563583,2.580718182,0.836338
19_050_050_group_2,2.410500276,0.915490636,4.071969986,2.563312941,0.853596
19_050_100_group_1,2.349581382,0.78663185,4.446977615,2.578474979,0.839565
19_050_100_group_2,2.441368099,0.854967089,4.211566448,2.560527221,0.854137
20_000_000_group_1,2.539587883,0.82404798,4.482097149,2.556364136,0.842831
20_000_000_group_2,2.590162403,0.861890845,4.482097149,2.543671682,0.85287
20_000_050_group_1,2.491343968,0.788770462,3.932401419,2.554605947,0.843139
20_000_050_group_2,2.565550723,0.853994869,4.468959808,2.541449785,0.852922
20_000_100_group_1,2.537434216,0.79990288,3.952287674,2.557639849,0.840293
20_000_100_group_2,2.528715278,0.862038713,4.770187855,2.544021097,0.849827
20_050_000_group_2,2.543101594,0.83635163,4.46457243,2.546993778,0.848472
20_050_050_group_1,2.502201102,0.858593578,4.534267426,2.560085555,0.838326
20_050_100_group_1,2.522899997,0.818709554,4.534267426,2.565233224,0.833765
20_050_100_group_2,2.47135089,0.812684935,4.321811676,2.554349299,0.846991
20_100_000_group_1,2.548685589,0.882641266,4.755785465,2.562239682,0.83063
20_100_000_group_2,2.462740497,0.77834042,4.013795376,2.557718043,0.840945
20_100_050_group_1,2.476078983,0.850409537,4.278512478,2.568798798,0.830921
20_100_050_group_2,2.394225386,0.758435967,4.013795376,2.562658902,0.84046
20_100_100_group_1,2.452562776,0.779179668,4.31273222,2.576481895,0.827148
20_100_100_group_2,2.427553162,0.780508786,4.38260603,2.567244946,0.839113
21_000_000_group_1,3.911222659,1.402773578,6.288976192,2.403531101,0.873478
21_000_000_group_2,4.208870768,1.414110194,6.423110485,2.369979417,0.885202
21_000_050_group_1,3.790185067,1.347968883,6.194777489,2.411623049,0.86357
21_000_050_group_2,4.388622331,1.490086458,7.628242016,2.378114567,0.884833
21_000_100_group_1,3.811643117,1.323409017,6.260866165,2.395698732,0.865443
21_000_100_group_2,4.096701061,1.413802364,6.4459548,2.371372026,0.882235
21_050_000_group_1,3.81116927,1.456445657,6.727153778,2.413382618,0.86958
21_050_000_group_2,4.634431947,2.165608957,11.31208706,2.357197456,0.893472
21_050_050_group_1,3.553872966,1.362587059,6.147136688,2.441361368,0.856482
21_050_050_group_2,4.277769729,1.438750223,6.705267906,2.356401975,0.887623
21_050_100_group_1,3.56489144,1.313913436,6.04749155,2.435844342,0.854577
21_050_100_group_2,4.117035189,1.410914062,6.523028374,2.37199629,0.87928
21_100_000_group_1,3.841129341,1.479208965,7.297334194,2.407205606,0.874704
21_100_050_group_1,3.723777258,1.393568846,6.507987976,2.411415824,0.867349
21_100_050_group_2,4.523248676,1.605106333,7.425133228,2.340303658,0.886767
21_100_100_group_1,3.809532502,1.492380524,6.864147186,2.416483957,0.865201
